id,AAA_perc,AAG_perc,AAT_perc,ACCIII_cuts,ACC_perc,ACG_perc,AFLIII_cuts,AGA_perc,AGEI_cuts,AGG_perc,AHDI_cuts,AJUI_cuts,ALEI_cuts,ARSI_cuts,ASIGI_cuts,ATA_perc,ATC_perc,AT_perc,BCGI_cuts,BMERI_cuts,BMSI_cuts,BPII_cuts,BPMI_cuts,BPU10I_cuts,BPUEI_cuts,BPUMI_cuts,BSAWI_cuts,BSAXI_cuts,BSEAI_cuts,BSEMI_cuts,BSERI_cuts,BSGI_cuts,BSHTI_cuts,BSISI_cuts,BSO31I_cuts,BSPTI_cuts,BSPTNI_cuts,BST1107I_cuts,BTSI_cuts,CAT_perc,CCC_perc,CCG_perc,CCT_perc,CGA_perc,CGG_perc,CGT_perc,CG_perc,CSPAI_cuts,ECO57I_cuts,FALI_cuts,FAUNDI_cuts,GAG_perc,GCC_perc,GCG_perc,GGA_perc,GGG_perc,GG_perc,GTC_perc,HINFI_cuts,HPY99I_cuts,KPN2I_cuts,MMEI_cuts,NCII_cuts,NDEI_cuts,NMEAIII_cuts,NSPI_cuts,OLII_cuts,PFEI_cuts,SEXAI_cuts,STUI_cuts,Sequence Length,TCC_perc,TCG_perc,TGG_perc,TTA_perc,XCEI_cuts,Variant
PP611854.1,2.9907485281749366,1.9444911690496214,2.543313708999159,2,1.2514718250630783,0.5517241379310345,33,2.0185029436501263,1,1.0933557611438183,3,2,6,16,0,1.5777964676198484,1.1471825063078218,7.7373343201237965,2,3,50,11,9,6,13,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.6282590412111018,0.3734230445752733,0.2422203532380151,1.1404541631623213,0.3128679562657696,0.2523128679562658,0.5719091673675357,1.4633654040234139,1,27,38,9,0.9857022708158115,0.6122792262405382,0.2960470984020185,0.9352396972245585,0.45416316232127835,3.656731480858508,0.8982338099243061,74,4,1,18,4,9,3,34,6,40,7,1,29727,0.6930193439865433,0.3734230445752733,1.857022708158116,2.947014297729184,34,UNKNOWN_KEY_FORMAT
MW945123.1,2.990993413093158,1.9391047183761259,2.5608280682887483,2,1.2535287000940987,0.5444280145180804,33,2.0164000537706683,1,1.0854953622798762,3,2,7,16,0,1.5895953757225432,1.1392660303804274,7.752797661054542,0,3,52,11,9,6,12,5,3,20,1,16,7,16,1,10,3,10,2,8,9,1.6265627100416722,0.3898373437289958,0.25205000672133354,1.1459873638929963,0.31254200833445356,0.255410673477618,0.571313348568356,1.4618409113821957,1,27,38,9,0.9846753595913429,0.6217233499126227,0.2923780077967469,0.9443473585159295,0.46041134561096925,3.669724770642202,0.9006586906842317,73,6,1,18,5,9,4,35,7,40,6,1,29758,0.6990186853071649,0.37303400994757363,1.8685307164941525,2.9439440785051754,35,UNKNOWN_KEY_FORMAT
PQ094817.1,2.992392223161454,1.9475908706677938,2.5562130177514795,2,1.2476754015215554,0.547759932375317,33,2.0287404902789516,2,1.0786136939983093,3,4,6,16,0,1.5959425190194423,1.1259509721048182,7.759407647834466,0,3,50,13,9,6,12,6,3,20,0,16,7,16,2,11,2,10,2,7,9,1.6196111580726966,0.3753169907016061,0.250211327134404,1.1496196111580728,0.3110735418427726,0.25359256128486896,0.5748098055790364,1.4639753862798797,2,26,38,9,0.9737954353338969,0.6187658495350803,0.294167371090448,0.9196956889264581,0.43956043956043955,3.6379619298779455,0.9061707523245985,73,6,0,18,6,9,3,34,6,40,6,1,29580,0.6931530008453085,0.37193575655114114,1.866441251056636,2.9585798816568047,34,UNKNOWN_KEY_FORMAT
MZ619875.1,2.9843739521158876,1.9381664542954864,2.555160619676749,2,1.2440480182415665,0.5532828113473275,35,2.021997183287506,1,1.0931527060559318,3,2,6,16,0,1.5827241633693245,1.1434511434511436,7.745439914163089,0,3,49,12,8,6,12,5,3,20,1,16,7,15,1,10,2,10,2,7,9,1.6330226007645363,0.3822681242036081,0.24813895781637718,1.1434511434511436,0.3185567701696734,0.2548454161357387,0.5734021863054121,1.4719688841201717,1,27,38,9,0.9892026021058278,0.6237006237006237,0.295084166051908,0.9422573938702972,0.4526859365569043,3.6581276824034337,0.8953121856347662,73,6,1,18,5,9,4,36,6,40,6,1,29827,0.6974716652136007,0.3755616658842465,1.857688954463148,2.937428743880357,36,UNKNOWN_KEY_FORMAT
OK250913.1,2.9903904307506215,1.9353538068678182,2.5603118070022175,2,1.2465560110207647,0.5476782474296082,34,2.0193535380686782,1,1.0953564948592165,3,2,6,16,0,1.5825549358242055,1.1323163765875948,7.744515001847932,0,3,50,12,9,7,12,5,2,20,0,16,7,15,1,9,1,9,3,7,9,1.6262347960486527,0.37967878502788793,0.24527921510651166,1.142396344331698,0.3191989785632686,0.24863920435454606,0.571198172165849,1.4615462150992844,1,26,38,9,0.9911968281701499,0.628317989382434,0.2990390430750622,0.934077010953565,0.45695853773267925,3.658905352283036,0.8971171292251865,73,6,0,16,5,9,4,36,6,40,6,1,29764,0.6854378065990189,0.3695988172837847,1.8580740541630267,2.94335058127814,36,UNKNOWN_KEY_FORMAT
MZ685234.1,2.989230717616667,1.9324319790653202,2.5631563055658066,2,1.2513839031100078,0.5502063273727648,34,2.0163048948233637,1,1.093702821484886,3,2,6,16,0,1.5801657328815377,1.1339618210487468,7.745982756885504,0,3,50,12,9,7,12,5,3,20,1,16,7,15,1,10,2,9,3,8,9,1.6237796490757204,0.38246049585667796,0.2482638306438085,1.1406716543093904,0.31871707988056497,0.2482638306438085,0.5703358271546952,1.462645509745379,1,27,38,9,0.9863454893145905,0.6273694098701648,0.29187774683799106,0.9360217398597646,0.45626866172375613,3.6566137743634473,0.9024725735565471,73,6,1,18,5,9,4,36,6,40,7,1,29812,0.6944677424765995,0.37239574596571273,1.858623813198242,2.942261884792163,36,UNKNOWN_KEY_FORMAT
OM020635.1,3.002348205300235,1.949010399194901,2.5494800402549482,2,1.2479033881247903,0.556860114055686,31,2.01610197920161,1,1.107011070110701,3,2,6,16,0,1.6034887621603489,1.1439114391143912,7.744943481031765,0,3,49,12,9,6,12,5,3,18,1,15,6,16,1,10,2,10,2,7,8,1.6169070781616908,0.37235826903723585,0.24488426702448846,1.1405568601140557,0.32874874203287485,0.25830258302583026,0.5736330090573634,1.4825747157280382,1,27,38,8,0.9896008050989601,0.6239516940623951,0.30191211003019125,0.9359275410935928,0.44280442804428044,3.649414684869017,0.9057363300905736,72,6,1,18,5,8,3,33,6,40,6,2,29828,0.6910432740691044,0.37906742703790675,1.8416638711841664,2.941965783294197,33,UNKNOWN_KEY_FORMAT
MW987175.1,2.982964110160932,1.9426301259174465,2.5419163692680624,2,1.2490741364217899,0.555518146926133,35,2.023432765470339,1,1.09420241061208,3,2,6,18,0,1.5857518012255065,1.1413372836846003,7.733225600107733,0,3,50,12,8,6,12,5,3,20,1,16,7,15,1,10,2,10,2,8,9,1.6362534509460642,0.3737122079321258,0.24914147195475053,1.1447040603326375,0.3164770049154939,0.25587502525082484,0.5757188068143559,1.4745985254014746,1,27,38,9,0.9830987812268535,0.6228536798868763,0.2962763450272709,0.9393306848023703,0.45114807083698066,3.666296333703666,0.8955625883778869,72,6,1,17,5,9,4,36,6,39,6,1,29704,0.6935559894956569,0.3737122079321258,1.8651942630125917,2.929095683792337,36,UNKNOWN_KEY_FORMAT
OY610059.1,2.991639525904039,1.940704428700937,2.548433670214552,2,1.2490346842158278,0.5540073196118591,33,2.021287311553571,1,1.0945841587482792,3,2,6,16,0,1.5747238357452238,1.1449484605311755,7.738534882159404,2,3,51,12,9,6,13,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.6318033777658396,0.38276869355001175,0.24174864855790212,1.1483060806500351,0.31897391129167646,0.2518215089144814,0.5707954202061579,1.467132209762976,1,27,38,9,0.9938555551824867,0.6278749622267736,0.2954705704596582,0.9367760131618709,0.44656347580834704,3.6527227556570203,0.8931269516166941,73,6,1,18,4,9,3,35,6,40,7,1,29832,0.691669744485109,0.37605345331229223,1.8601215458483027,2.941275224121143,35,UNKNOWN_KEY_FORMAT
OE996606.2,2.991481655375947,1.9384264538198404,2.5487960292440808,2,1.2542759407069555,0.5533570326648333,33,2.0256221074518748,1,1.0899456704004293,3,2,6,14,0,1.576229123348313,1.1469582131598364,7.743385090043262,2,3,51,12,9,6,13,4,3,18,1,15,6,16,1,9,2,9,2,7,9,1.6298879871218728,0.3823194043866121,0.2414648869810182,1.1469582131598364,0.3185995036555101,0.2515259239385606,0.5701254275940707,1.4655085683624536,1,27,38,9,0.9960426587967,0.6271379703534777,0.29512375075457775,0.9390301160372929,0.4493929841035616,3.64868037157517,0.8920786102354283,73,6,1,18,4,9,3,35,6,40,7,1,29885,0.6908578710845797,0.3756120464149172,1.8579381581595011,2.94788382855993,35,UNKNOWN_KEY_FORMAT
OX544403.1,3.0931293612453032,1.9424315619967794,2.5462962962962963,2,1.247987117552335,0.5535426731078905,33,2.01959205582394,1,1.0903113258185722,3,2,6,16,0,1.5767579173376276,1.1473429951690821,7.73230459577323,2,3,51,12,9,6,13,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.6270799785292538,0.3757380568974772,0.24154589371980675,1.1473429951690821,0.31870638754696723,0.25161030595813205,0.5703166935050993,1.465951023146595,1,27,38,9,0.9930220075147612,0.6273483628556092,0.29522275899087497,0.9359903381642511,0.44618894256575414,3.646427373364643,0.8923778851315083,73,6,1,18,4,9,3,35,6,40,7,1,29884,0.6910896403650028,0.3757380568974772,1.8585614600107352,2.942163177670424,35,UNKNOWN_KEY_FORMAT
